anime_id,score,watching_status,watched_episodes
25397,0,plan_to_watch,
31580,0,plan_to_watch,
47,9,completed,
22147,0,plan_to_watch,
9989,0,plan_to_watch,
11111,8,completed,
24833,0,on_hold,
7647,0,plan_to_watch,
4999,0,plan_to_watch,
2251,9,completed,
5081,9,completed,
9513,9,completed,
10719,9,completed,
14967,9,completed,
28755,8,completed,
31478,0,plan_to_watch,
12293,0,plan_to_watch,
14741,8,completed,
2167,8,completed,
4181,10,completed,
1575,9,completed,
2904,10,completed,
1,10,completed,
1482,9,completed,
31636,0,plan_to_watch,
17827,0,plan_to_watch,
32189,0,on_hold,
33028,0,on_hold,
11843,0,plan_to_watch,
2025,9,completed,
15583,0,dropped,
1535,10,completed,
28223,9,completed,
223,10,completed,
813,10,completed,
28121,0,plan_to_watch,
6746,8,completed,
226,0,plan_to_watch,
790,0,plan_to_watch,
34662,0,watching,
356,9,completed,
22297,9,completed,
28701,9,completed,
27821,9,completed,
10087,9,completed,
11741,9,completed,
5114,10,completed,
24765,0,plan_to_watch,
239,0,plan_to_watch,
1571,0,plan_to_watch,
16918,0,plan_to_watch,
820,0,plan_to_watch,
918,9,completed,
15335,9,completed,
9969,10,completed,
15417,10,completed,
34096,9,completed,
28977,10,completed,
32366,9,completed,
17895,8,completed,
245,10,completed,
133,0,plan_to_watch,
17729,0,plan_to_watch,
10271,8,completed,
3002,8,completed,
263,10,completed,
15809,8,completed,
2026,0,plan_to_watch,
777,10,completed,
11617,9,completed,
24703,0,plan_to_watch,
15451,9,completed,
12729,9,completed,
13357,9,completed,
8074,7,completed,
934,10,completed,
1889,10,completed,
28825,0,plan_to_watch,
11061,10,completed,
15377,0,plan_to_watch,
7088,6,completed,
248,0,plan_to_watch,
15059,8,completed,
22507,10,completed,
185,8,completed,
18,9,completed,
186,9,completed,
187,9,completed,
731,8,completed,
249,9,completed,
6811,9,completed,
5781,8,completed,
228,0,plan_to_watch,
14719,10,completed,
20899,9,completed,
26055,9,completed,
31933,9,completed,
8525,0,plan_to_watch,
2593,7,completed,
3782,8,completed,
3783,8,completed,
4280,8,completed,
4282,9,completed,
33089,0,plan_to_watch,
33,10,completed,
21809,0,plan_to_watch,
18679,8,completed,
6045,0,plan_to_watch,
22535,9,completed,
28851,10,completed,
30831,0,plan_to_watch,
8841,8,completed,
10790,8,completed,
43,9,completed,
11771,9,completed,
16894,9,completed,
24415,10,completed,
4898,0,plan_to_watch,
18153,0,plan_to_watch,
9756,8,completed,
330,0,on_hold,
10620,8,completed,
32182,0,plan_to_watch,
17074,9,completed,
19,10,completed,
9181,8,completed,
4879,0,plan_to_watch,
457,0,plan_to_watch,
23755,0,plan_to_watch,
20,7,completed,
12979,7,completed,
1735,8,on_hold,
10589,7,completed,
13667,8,completed,
4081,0,plan_to_watch,
15689,8,completed,
1210,10,completed,
18897,9,completed,
27787,7,completed,
11597,9,completed,
19815,9,completed,
20507,8,completed,
30503,8,completed,
6324,0,plan_to_watch,
21,9,on_hold,
30276,10,completed,
33983,0,plan_to_watch,
28297,0,plan_to_watch,
31174,0,plan_to_watch,
853,0,plan_to_watch,
29803,0,plan_to_watch,
31181,9,completed,
5682,8,completed,
22135,0,plan_to_watch,
13601,9,completed,
6114,10,completed,
31240,0,dropped,
22865,8,completed,
2993,7,completed,
4214,0,plan_to_watch,
45,0,plan_to_watch,
1254,0,on_hold,
32542,0,plan_to_watch,
114,0,on_hold,
13759,9,completed,
205,10,completed,
2605,0,plan_to_watch,
24,0,plan_to_watch,
400,0,plan_to_watch,
8675,8,completed,
20847,8,completed,
2104,9,completed,
7724,9,completed,
29786,9,completed,
16498,10,completed,
30,9,completed,
32,7,completed,
13125,0,plan_to_watch,
28171,10,completed,
32282,9,completed,
28735,9,completed,
33095,0,watching,
3588,6,completed,
9253,10,completed,
18277,0,plan_to_watch,
7311,8,completed,
849,7,completed,
4382,6,completed,
11757,7,completed,
21881,0,plan_to_watch,
12445,0,plan_to_watch,
2001,10,completed,
16870,8,completed,
9941,0,plan_to_watch,
3455,8,completed,
13663,8,completed,
28979,0,plan_to_watch,
22319,7,completed,
4224,9,completed,
658,0,plan_to_watch,
6,8,completed,
25157,0,plan_to_watch,
28025,8,completed,
32673,0,plan_to_watch,
4896,0,plan_to_watch,
16742,0,plan_to_watch,
861,0,plan_to_watch,
14813,9,completed,
23847,9,completed,
7785,8,completed,
10216,0,plan_to_watch,
392,8,completed,
23283,9,completed,
1195,9,completed,
11319,8,completed,
1840,8,completed,
3712,8,completed,
