anime_id,score,watching_status,watched_episodes
52034,10,completed,
55791,9,completed,
6682,3,completed,
54041,7,completed,
31646,9,completed,
35180,9,completed,
38101,6,completed,
39783,6,completed,
48548,7,completed,
54915,8,completed,
41457,5,completed,
48569,5,completed,
49235,0,completed,
32998,8,completed,
34777,0,completed,
2884,4,completed,
11759,2,dropped,
39790,5,completed,
49520,8,completed,
34881,6,completed,
42847,0,plan_to_watch,
101,7,completed,
656,7,completed,
17082,6,completed,
31580,7,completed,
32015,0,completed,
33253,5,completed,
36625,0,completed,
22199,4,completed,
25013,5,completed,
30370,0,completed,
48553,7,completed,
52193,8,completed,
47,7,completed,
16201,0,completed,
41433,5,completed,
8676,8,completed,
9117,8,completed,
11235,7,completed,
12669,6,completed,
9925,7,completed,
1223,3,completed,
6547,7,completed,
10067,7,completed,
9062,7,completed,
35015,7,completed,
27911,0,plan_to_watch,
9989,8,completed,
15039,9,completed,
11433,7,completed,
23447,0,completed,
11111,7,completed,
11701,7,completed,
24833,7,completed,
30654,9,completed,
28405,0,completed,
21995,0,plan_to_watch,
7193,0,watching,
6164,7,completed,
38753,6,completed,
7647,8,completed,
9074,0,plan_to_watch,
477,6,completed,
3297,0,plan_to_watch,
1079,8,completed,
36214,0,completed,
5168,0,completed,
37171,8,completed,
38002,0,completed,
37996,0,completed,
40550,0,watching,
586,0,plan_to_watch,
66,8,completed,
659,6,completed,
1593,7,completed,
32827,4,completed,
37525,6,completed,
2251,8,completed,
6347,7,completed,
8516,7,completed,
7870,0,completed,
7805,0,completed,
5081,8,completed,
7674,7,completed,
10030,0,plan_to_watch,
34636,7,completed,
2986,9,completed,
36649,6,completed,
22789,8,completed,
1589,8,completed,
53407,4,completed,
67,4,completed,
579,6,completed,
39195,7,completed,
40935,7,completed,
57,0,plan_to_watch,
32379,6,completed,
34055,6,completed,
13535,8,completed,
20787,5,completed,
30100,0,completed,
34572,0,watching,
889,7,completed,
7059,6,completed,
11285,5,completed,
1055,8,completed,
3430,0,completed,
3429,0,completed,
269,0,on_hold,
1686,7,completed,
2889,3,dropped,
834,7,completed,
34618,5,completed,
10490,7,completed,
49596,7,completed,
54865,0,plan_to_watch,
46352,5,completed,
47917,10,completed,
55357,0,plan_to_watch,
31043,8,completed,
31964,7,completed,
33486,7,completed,
36456,6,completed,
38408,5,completed,
41587,3,completed,
49918,0,dropped,
36896,0,plan_to_watch,
35262,0,completed,
33929,0,completed,
35459,7,completed,
52578,8,completed,
56948,8,completed,
10719,0,completed,
14967,7,completed,
14027,0,completed,
