anime_id,score,watching_status,watched_episodes
11759,10,completed,
13939,0,plan_to_watch,
1292,8,completed,
22199,0,completed,
4744,7,completed,
5112,0,completed,
886,0,completed,
8676,7,completed,
11235,0,completed,
6547,10,completed,
10067,0,plan_to_watch,
9062,0,plan_to_watch,
11433,10,completed,
11111,10,completed,
9919,8,completed,
2969,8,completed,
285,7,completed,
5342,8,completed,
40964,9,watching,
5081,9,completed,
9513,7,watching,
10396,9,completed,
12447,0,watching,
50854,0,completed,
20787,0,completed,
11241,8,completed,
6772,10,completed,
8514,10,completed,
9252,10,completed,
9465,10,completed,
9724,10,completed,
10092,10,completed,
8648,10,completed,
14345,0,plan_to_watch,
1536,8,completed,
28999,7,completed,
10800,0,plan_to_watch,
14397,0,plan_to_watch,
59,9,completed,
60,9,completed,
2167,10,completed,
4181,10,completed,
6351,9,plan_to_watch,
11703,8,completed,
25731,0,completed,
15109,0,completed,
15583,8,completed,
6880,10,completed,
10418,0,plan_to_watch,
9379,5,completed,
8086,0,completed,
552,0,completed,
1313,8,completed,
2398,7,completed,
874,8,completed,
3033,7,completed,
2123,8,completed,
223,10,completed,
12471,8,watching,
15883,7,completed,
119,7,completed,
9314,10,completed,
49930,7,completed,
10793,10,completed,
13561,0,plan_to_watch,
12419,0,plan_to_watch,
13411,0,plan_to_watch,
267,8,completed,
37806,0,completed,
13161,8,completed,
11785,6,completed,
2002,9,completed,
11617,10,completed,
12729,0,plan_to_watch,
13357,0,plan_to_watch,
8074,10,completed,
10079,7,completed,
9041,8,completed,
18247,8,completed,
37744,7,completed,
52830,0,completed,
37210,6,completed,
41623,0,completed,
5781,10,completed,
50220,0,completed,
12579,0,plan_to_watch,
12413,10,completed,
13331,0,plan_to_watch,
153,10,completed,
48316,0,completed,
54595,0,completed,
2130,0,completed,
8525,9,completed,
10080,0,completed,
16706,9,completed,
389,9,completed,
7782,0,plan_to_watch,
3464,6,completed,
42072,0,completed,
36407,0,completed,
34964,0,completed,
3085,5,completed,
8841,10,completed,
10790,10,completed,
44516,8,completed,
237,9,completed,
4246,4,completed,
5039,10,completed,
48239,6,completed,
17265,8,completed,
23321,8,completed,
41109,7,completed,
193,8,completed,
17247,0,completed,
10213,10,completed,
40571,0,completed,
9181,8,completed,
2970,10,completed,
7592,10,completed,
9731,0,plan_to_watch,
10886,0,plan_to_watch,
10049,10,completed,
11083,0,plan_to_watch,
6512,6,completed,
6324,10,completed,
195,7,completed,
196,6,completed,
524,6,completed,
14199,0,completed,
7079,9,completed,
9922,9,completed,
1569,8,completed,
2615,8,completed,
4136,6,completed,
5056,5,plan_to_watch,
5682,10,completed,
37345,8,completed,
51297,0,completed,
165,10,completed,
4618,10,completed,
30749,0,completed,
10073,8,completed,
5279,6,completed,
9355,6,completed,
5507,8,completed,
9793,0,plan_to_watch,
7016,0,plan_to_watch,
11751,8,completed,
15793,8,completed,
355,8,completed,
2787,8,completed,
6773,9,completed,
52347,0,completed,
2216,6,completed,
47161,7,completed,
48583,10,completed,
1727,0,completed,
5504,8,completed,
854,0,completed,
12857,0,plan_to_watch,
8934,10,completed,
16524,9,completed,
390,7,completed,
11757,0,plan_to_watch,
35790,10,completed,
3594,10,completed,
6444,10,completed,
8022,10,plan_to_watch,
8311,0,plan_to_watch,
5538,0,plan_to_watch,
9673,0,plan_to_watch,
10702,0,plan_to_watch,
47159,8,completed,
52608,0,completed,
3974,8,completed,
5074,7,watching,
3455,8,completed,
13663,8,completed,
5667,0,plan_to_watch,
4654,8,completed,
8937,8,completed,
11743,0,plan_to_watch,
5955,8,plan_to_watch,
10249,9,plan_to_watch,
12883,7,completed,
6129,0,plan_to_watch,
202,9,completed,
1023,5,completed,
4415,0,completed,
1195,8,completed,
11319,8,completed,
1840,0,completed,
3712,8,completed,
11837,10,completed,
54112,0,completed,
