anime_id,score,watching_status,watched_episodes
5525,0,plan_to_watch,
44881,0,plan_to_watch,
31646,0,plan_to_watch,
35180,0,plan_to_watch,
38735,8,completed,
40602,7,completed,
41457,0,watching,
32998,8,completed,
33964,6,completed,
34777,0,plan_to_watch,
25397,0,watching,
33337,0,plan_to_watch,
11759,0,plan_to_watch,
13709,0,plan_to_watch,
4970,0,plan_to_watch,
34881,0,plan_to_watch,
31580,0,plan_to_watch,
30123,0,plan_to_watch,
22199,8,on_hold,
25013,0,plan_to_watch,
47,0,plan_to_watch,
22729,0,plan_to_watch,
32828,0,plan_to_watch,
8676,0,plan_to_watch,
22147,0,plan_to_watch,
6547,9,completed,
10067,8,completed,
9062,9,completed,
11111,8,completed,
11701,8,completed,
24833,8,completed,
30654,8,completed,
28405,8,completed,
21995,0,plan_to_watch,
9919,8,completed,
11737,7,completed,
33506,8,completed,
7193,0,plan_to_watch,
7647,0,plan_to_watch,
12967,0,plan_to_watch,
40677,0,plan_to_watch,
36882,7,completed,
40507,0,plan_to_watch,
1762,0,watching,
28249,8,completed,
33254,0,watching,
31821,0,plan_to_watch,
37171,0,plan_to_watch,
6166,0,plan_to_watch,
38572,7,completed,
9736,0,plan_to_watch,
36483,0,plan_to_watch,
32827,9,completed,
37994,0,plan_to_watch,
2251,0,plan_to_watch,
6347,0,plan_to_watch,
8516,0,plan_to_watch,
5081,7,completed,
34443,7,completed,
39555,8,completed,
33573,8,completed,
37869,8,watching,
37870,0,plan_to_watch,
41462,0,plan_to_watch,
37873,0,plan_to_watch,
67,0,plan_to_watch,
36516,0,plan_to_watch,
9513,0,plan_to_watch,
32379,0,plan_to_watch,
34055,0,plan_to_watch,
10218,0,plan_to_watch,
12113,0,plan_to_watch,
12115,0,plan_to_watch,
20787,8,completed,
30100,7,completed,
68,0,plan_to_watch,
34572,0,plan_to_watch,
889,8,completed,
8440,0,plan_to_watch,
4901,7,completed,
1519,8,completed,
11285,0,plan_to_watch,
269,8,watching,
34618,0,plan_to_watch,
11633,0,plan_to_watch,
10490,0,plan_to_watch,
33985,0,plan_to_watch,
31043,0,plan_to_watch,
31964,7,completed,
33486,8,completed,
36456,8,completed,
38408,8,watching,
41587,0,watching,
10719,7,completed,
14967,9,completed,
14027,9,completed,
10897,8,completed,
21405,0,plan_to_watch,
40904,0,plan_to_watch,
38186,8,completed,
40004,8,completed,
39819,0,watching,
37451,0,plan_to_watch,
34566,7,on_hold,
28755,9,completed,
32365,9,completed,
11241,0,plan_to_watch,
