anime_id,score,watching_status,watched_episodes
5525,8,completed,
6682,6,completed,
49,9,completed,
9611,8,completed,
50,9,completed,
1003,9,completed,
304,8,completed,
880,9,completed,
2198,9,completed,
3090,9,completed,
303,8,completed,
25397,7,completed,
11759,8,completed,
53,7,completed,
394,7,completed,
22199,7,completed,
281,7,completed,
4744,7,completed,
5112,5,completed,
22729,9,completed,
27655,7,completed,
886,0,completed,
8676,4,dropped,
11235,0,dropped,
22147,7,completed,
3359,4,dropped,
6547,9,completed,
9989,9,completed,
11111,9,completed,
9919,8,completed,
15133,5,completed,
18893,0,dropped,
10447,8,completed,
7647,8,completed,
9074,8,completed,
477,4,dropped,
28249,0,watching,
6166,8,completed,
9736,5,dropped,
4999,8,completed,
5342,7,completed,
6676,7,completed,
3166,5,dropped,
66,2,completed,
6347,9,completed,
8516,9,completed,
9471,9,completed,
5081,9,completed,
2986,8,completed,
9513,6,dropped,
10396,9,completed,
13535,8,completed,
20787,8,completed,
68,7,completed,
889,9,completed,
4901,9,completed,
1519,9,completed,
22547,6,completed,
18767,7,dropped,
269,7,completed,
1686,5,completed,
2889,7,completed,
834,5,completed,
10490,5,dropped,
10719,9,completed,
14967,8,completed,
357,9,completed,
2131,9,completed,
4177,8,completed,
6772,9,completed,
8514,9,completed,
9252,9,completed,
9465,9,completed,
9724,9,completed,
10092,9,completed,
14345,6,completed,
21437,7,completed,
1536,8,completed,
1689,7,completed,
12293,9,completed,
694,8,completed,
232,8,completed,
10012,9,completed,
12187,9,completed,
15927,8,completed,
10578,9,completed,
10800,5,dropped,
59,9,completed,
16157,8,completed,
60,8,completed,
14741,9,completed,
2167,10,completed,
1723,7,completed,
4181,10,completed,
6351,9,completed,
4059,8,completed,
1818,8,completed,
8888,7,completed,
1575,10,completed,
2904,10,completed,
11703,6,dropped,
31318,0,watching,
9479,0,dropped,
13807,7,completed,
15037,8,completed,
25731,8,completed,
62,7,completed,
3627,8,completed,
2595,7,completed,
291,7,completed,
1482,9,completed,
61,7,completed,
