anime_id,score,watching_status,watched_episodes
6408,0,plan_to_watch,
873,0,plan_to_watch,
48,0,plan_to_watch,
11755,0,plan_to_watch,
5525,0,plan_to_watch,
6682,0,plan_to_watch,
31646,0,plan_to_watch,
32998,7,completed,
9776,0,plan_to_watch,
22831,0,plan_to_watch,
25397,6,completed,
33337,0,plan_to_watch,
11759,7,completed,
31763,0,plan_to_watch,
12291,0,plan_to_watch,
31790,0,plan_to_watch,
32301,0,plan_to_watch,
1292,0,plan_to_watch,
4970,0,plan_to_watch,
101,0,plan_to_watch,
230,0,plan_to_watch,
32323,0,plan_to_watch,
31580,7,completed,
32015,0,plan_to_watch,
30868,0,plan_to_watch,
33253,0,on_hold,
30869,0,plan_to_watch,
30870,0,plan_to_watch,
30123,7,completed,
31173,7,completed,
22199,8,completed,
25013,0,plan_to_watch,
47,0,plan_to_watch,
16201,0,plan_to_watch,
19429,0,plan_to_watch,
22729,7,completed,
27655,7,completed,
31588,0,dropped,
3549,0,plan_to_watch,
32828,0,dropped,
22147,6,completed,
31771,0,dropped,
15085,0,plan_to_watch,
6547,7,completed,
10067,0,plan_to_watch,
9062,6,completed,
5251,0,plan_to_watch,
9989,7,completed,
15039,7,completed,
11433,0,plan_to_watch,
11111,7,completed,
24833,7,completed,
30654,8,completed,
33513,0,plan_to_watch,
28405,0,plan_to_watch,
21995,0,plan_to_watch,
9919,7,completed,
11737,0,plan_to_watch,
33506,0,on_hold,
28391,5,completed,
30205,6,completed,
31754,6,completed,
7193,0,plan_to_watch,
4657,0,plan_to_watch,
7647,0,plan_to_watch,
9074,0,plan_to_watch,
12967,7,completed,
11697,7,completed,
962,0,plan_to_watch,
3297,0,plan_to_watch,
3800,0,plan_to_watch,
28249,7,completed,
31821,7,completed,
2402,0,plan_to_watch,
2921,0,plan_to_watch,
6166,0,plan_to_watch,
4999,0,plan_to_watch,
5342,0,plan_to_watch,
6676,0,plan_to_watch,
33371,0,plan_to_watch,
14669,0,plan_to_watch,
56,0,plan_to_watch,
66,0,plan_to_watch,
32878,0,plan_to_watch,
32827,0,plan_to_watch,
21185,7,completed,
27663,7,completed,
2251,8,completed,
3901,8,completed,
6347,0,plan_to_watch,
8516,0,plan_to_watch,
28805,0,plan_to_watch,
5081,9,completed,
6948,0,plan_to_watch,
33566,0,plan_to_watch,
7674,8,completed,
10030,8,completed,
12365,8,completed,
16211,0,plan_to_watch,
23037,0,plan_to_watch,
30795,0,plan_to_watch,
34636,0,plan_to_watch,
22789,7,completed,
67,0,plan_to_watch,
5675,0,plan_to_watch,
404,0,plan_to_watch,
4094,0,plan_to_watch,
32947,6,completed,
57,9,completed,
9513,8,completed,
10479,0,plan_to_watch,
9120,0,plan_to_watch,
10396,0,plan_to_watch,
32379,7,completed,
34055,7,completed,
10218,8,completed,
12113,8,completed,
12115,8,completed,
1136,0,plan_to_watch,
30137,0,plan_to_watch,
31904,6,completed,
13535,0,plan_to_watch,
530,0,plan_to_watch,
14751,0,plan_to_watch,
31733,0,plan_to_watch,
1498,0,plan_to_watch,
20787,0,plan_to_watch,
68,0,plan_to_watch,
34572,0,watching,
1520,0,plan_to_watch,
2213,0,plan_to_watch,
2214,0,plan_to_watch,
1983,0,plan_to_watch,
889,9,completed,
4901,9,completed,
1519,9,completed,
7059,0,plan_to_watch,
11285,0,plan_to_watch,
22547,6,completed,
32086,0,plan_to_watch,
3407,0,plan_to_watch,
18767,0,plan_to_watch,
269,8,completed,
1686,0,plan_to_watch,
2889,0,plan_to_watch,
4835,0,plan_to_watch,
8247,7,completed,
762,0,plan_to_watch,
11633,6,completed,
150,7,completed,
10490,0,plan_to_watch,
405,0,plan_to_watch,
2142,6,completed,
4197,0,plan_to_watch,
58,0,plan_to_watch,
1050,0,plan_to_watch,
31043,8,completed,
31964,8,completed,
33486,8,completed,
36456,0,plan_to_watch,
1222,0,plan_to_watch,
1690,0,plan_to_watch,
21405,6,completed,
24913,6,completed,
369,0,plan_to_watch,
34566,0,on_hold,
28755,0,plan_to_watch,
32365,0,plan_to_watch,
4177,0,plan_to_watch,
11241,0,plan_to_watch,
22433,0,plan_to_watch,
6772,0,plan_to_watch,
8514,0,plan_to_watch,
33080,7,completed,
14345,8,completed,
31478,7,completed,
32867,0,plan_to_watch,
1536,0,plan_to_watch,
406,0,plan_to_watch,
2684,0,plan_to_watch,
1689,8,completed,
12293,0,plan_to_watch,
5356,0,plan_to_watch,
388,0,plan_to_watch,
1674,6,completed,
1614,7,completed,
4981,0,plan_to_watch,
9488,0,plan_to_watch,
33728,0,plan_to_watch,
33729,0,plan_to_watch,
33730,0,plan_to_watch,
30091,4,completed,
28999,7,completed,
31553,6,completed,
10800,0,plan_to_watch,
14397,0,plan_to_watch,
59,0,plan_to_watch,
29876,6,completed,
14741,0,plan_to_watch,
18671,0,plan_to_watch,
1470,0,plan_to_watch,
1473,0,plan_to_watch,
1471,0,plan_to_watch,
1472,0,plan_to_watch,
30818,0,plan_to_watch,
2167,7,completed,
1723,0,plan_to_watch,
4181,8,completed,
6351,0,plan_to_watch,
4059,0,plan_to_watch,
1818,0,plan_to_watch,
5032,0,plan_to_watch,
8888,0,plan_to_watch,
15197,0,plan_to_watch,
15199,0,plan_to_watch,
15201,0,plan_to_watch,
30711,0,plan_to_watch,
1575,9,completed,
2904,9,completed,
11703,0,plan_to_watch,
8142,0,plan_to_watch,
31318,5,completed,
31147,6,completed,
9479,0,plan_to_watch,
13807,0,plan_to_watch,
15037,7,completed,
1,9,completed,
5,9,completed,
25731,7,completed,
5941,0,plan_to_watch,
31050,0,plan_to_watch,
1678,7,completed,
20031,0,plan_to_watch,
1482,8,completed,
32370,8,completed,
10259,0,plan_to_watch,
31636,7,completed,
6747,0,plan_to_watch,
29976,4,completed,
34103,0,plan_to_watch,
32189,7,completed,
33028,7,completed,
16592,7,completed,
26349,7,completed,
29067,6,completed,
16355,0,plan_to_watch,
11843,0,plan_to_watch,
8915,0,plan_to_watch,
2025,0,plan_to_watch,
7338,0,plan_to_watch,
6573,0,plan_to_watch,
15583,0,plan_to_watch,
19163,0,plan_to_watch,
32494,0,on_hold,
34513,0,plan_to_watch,
6880,8,completed,
10418,7,completed,
292,0,plan_to_watch,
14353,8,completed,
1535,9,completed,
2994,7,completed,
28223,7,completed,
2164,0,plan_to_watch,
9379,0,plan_to_watch,
930,0,plan_to_watch,
8086,0,plan_to_watch,
3702,0,plan_to_watch,
1726,0,plan_to_watch,
16512,0,plan_to_watch,
1629,0,plan_to_watch,
18689,8,completed,
25341,7,completed,
30230,8,completed,
25687,7,completed,
32108,6,completed,
32551,0,plan_to_watch,
31163,7,completed,
31710,6,completed,
5593,0,plan_to_watch,
21743,0,plan_to_watch,
30346,0,plan_to_watch,
223,8,completed,
225,6,completed,
987,6,completed,
6033,8,completed,
22777,7,completed,
11359,8,completed,
30694,7,watching,
813,9,completed,
896,7,completed,
897,7,completed,
898,8,completed,
899,7,completed,
900,7,completed,
901,8,completed,
902,7,completed,
903,7,completed,
904,7,completed,
905,8,completed,
906,7,completed,
14837,7,completed,
25389,7,completed,
986,0,plan_to_watch,
985,8,completed,
984,7,completed,
12231,7,completed,
5152,6,completed,
31339,0,plan_to_watch,
36480,0,plan_to_watch,
28121,7,completed,
32887,0,plan_to_watch,
6746,8,completed,
27833,8,completed,
