anime_id,score,watching_status,watched_episodes
1292,0,completed,
4970,0,completed,
9989,10,completed,
11111,0,completed,
9919,0,completed,
11266,0,completed,
2251,10,completed,
3901,0,completed,
5081,0,completed,
10719,0,plan_to_watch,
1575,8,completed,
2904,9,completed,
1,10,completed,
6880,0,completed,
1535,8,completed,
223,10,completed,
813,10,completed,
6746,0,completed,
8408,0,completed,
23199,0,watching,
226,0,completed,
376,0,completed,
317,0,completed,
227,9,completed,
121,9,completed,
5114,10,completed,
25183,0,plan_to_watch,
23289,0,plan_to_watch,
245,8,completed,
21855,0,completed,
15809,0,completed,
777,0,on_hold,
11617,0,completed,
24703,0,plan_to_watch,
15451,0,completed,
13357,0,completed,
8074,0,completed,
431,9,completed,
11061,10,completed,
18679,9,completed,
21659,0,completed,
22535,0,watching,
31757,0,plan_to_watch,
11771,0,completed,
16894,0,completed,
24415,0,watching,
17265,0,plan_to_watch,
12449,0,completed,
10620,0,completed,
16762,0,completed,
32182,0,plan_to_watch,
17074,10,completed,
164,0,completed,
19,0,completed,
30307,0,plan_to_watch,
323,0,completed,
20,0,completed,
1735,0,completed,
15689,0,completed,
11597,0,completed,
19815,0,completed,
30276,0,completed,
1943,0,plan_to_watch,
437,0,plan_to_watch,
13601,0,completed,
23281,0,on_hold,
19315,0,plan_to_watch,
205,9,completed,
2476,0,completed,
10073,0,completed,
5279,0,completed,
199,10,completed,
23273,0,watching,
16498,0,completed,
30,8,completed,
9253,10,completed,
11577,0,completed,
10863,0,completed,
849,9,completed,
4382,0,on_hold,
2001,10,completed,
26,0,plan_to_watch,
6,0,completed,
4106,0,completed,
7785,0,plan_to_watch,
