anime_id,score,watching_status,watched_episodes
1143,7,completed,
48,7,completed,
1487,8,completed,
1349,8,completed,
3463,0,plan_to_watch,
1346,7,completed,
1292,10,completed,
4970,10,completed,
53,8,completed,
394,8,completed,
101,10,completed,
656,0,plan_to_watch,
713,9,completed,
2288,0,plan_to_watch,
47,8,completed,
937,7,completed,
54,8,completed,
22677,0,watching,
2969,10,completed,
1079,7,completed,
492,8,completed,
493,7,completed,
1762,9,completed,
971,0,watching,
66,9,completed,
659,0,plan_to_watch,
1593,7,completed,
109,9,completed,
2205,8,completed,
2212,7,completed,
404,8,completed,
4094,7,completed,
57,0,plan_to_watch,
348,3,dropped,
1269,5,completed,
3446,8,completed,
889,0,plan_to_watch,
1270,0,plan_to_watch,
1055,6,completed,
150,8,completed,
10490,0,plan_to_watch,
405,6,completed,
58,0,watching,
998,0,plan_to_watch,
357,10,completed,
2131,9,completed,
369,0,plan_to_watch,
1811,0,plan_to_watch,
1347,0,plan_to_watch,
568,0,watching,
767,7,completed,
769,7,completed,
1689,9,completed,
232,0,plan_to_watch,
371,0,dropped,
59,8,completed,
1311,0,plan_to_watch,
596,7,completed,
1675,0,on_hold,
833,0,plan_to_watch,
60,0,plan_to_watch,
1474,9,completed,
1478,10,completed,
1477,9,completed,
1818,8,completed,
706,0,on_hold,
1,8,completed,
5,8,completed,
966,10,watching,
1661,0,plan_to_watch,
1352,10,completed,
61,5,completed,
3702,0,plan_to_watch,
1629,0,plan_to_watch,
1794,9,completed,
4200,0,plan_to_watch,
1795,9,completed,
1796,8,completed,
1151,10,completed,
223,0,watching,
992,0,plan_to_watch,
1344,8,completed,
2030,0,plan_to_watch,
226,10,completed,
376,8,completed,
1250,0,plan_to_watch,
790,9,completed,
393,6,completed,
2759,10,completed,
3784,0,completed,
356,0,watching,
317,8,completed,
1361,8,completed,
1157,3,dropped,
227,7,completed,
120,5,completed,
71,0,plan_to_watch,
73,0,plan_to_watch,
72,0,plan_to_watch,
121,10,completed,
5114,10,completed,
908,8,completed,
664,7,completed,
430,9,completed,
1251,9,completed,
1252,7,completed,
2890,8,completed,
19367,0,plan_to_watch,
384,10,completed,
395,10,completed,
32071,0,watching,
3519,10,completed,
127,0,plan_to_watch,
1829,10,completed,
129,0,plan_to_watch,
1159,6,completed,
1158,5,completed,
132,0,plan_to_watch,
1140,8,completed,
456,7,completed,
268,10,plan_to_watch,
1760,10,completed,
1761,8,completed,
297,0,plan_to_watch,
411,9,completed,
1160,0,plan_to_watch,
267,10,completed,
1016,8,completed,
134,10,completed,
3231,9,completed,
4765,9,completed,
1824,0,plan_to_watch,
1825,0,plan_to_watch,
387,0,plan_to_watch,
6867,9,completed,
1031,8,completed,
1030,0,plan_to_watch,
270,8,completed,
777,10,watching,
6904,0,plan_to_watch,
7728,0,plan_to_watch,
11077,0,plan_to_watch,
379,10,completed,
5630,9,completed,
6372,8,completed,
6637,9,completed,
2178,9,completed,
8074,10,completed,
934,0,plan_to_watch,
1082,0,plan_to_watch,
967,0,watching,
256,9,completed,
3811,0,plan_to_watch,
578,10,completed,
431,7,completed,
1180,0,plan_to_watch,
509,10,completed,
488,10,completed,
160,10,completed,
468,7,completed,
1230,0,on_hold,
249,9,watching,
452,7,completed,
450,7,completed,
451,0,plan_to_watch,
449,0,plan_to_watch,
432,0,plan_to_watch,
570,8,completed,
863,8,completed,
253,0,plan_to_watch,
617,8,completed,
618,8,completed,
153,0,plan_to_watch,
1622,5,completed,
1647,7,completed,
389,7,completed,
145,9,completed,
572,10,completed,
33,0,plan_to_watch,
274,0,plan_to_watch,
1096,7,completed,
1095,7,completed,
218,0,plan_to_watch,
80,10,completed,
84,0,plan_to_watch,
147,0,plan_to_watch,
3323,9,completed,
146,7,completed,
43,8,completed,
4672,9,completed,
467,9,completed,
1566,7,completed,
3447,6,completed,
2449,8,completed,
801,8,completed,
2448,0,plan_to_watch,
3485,6,completed,
237,0,plan_to_watch,
433,9,completed,
416,9,completed,
6016,10,completed,
1374,0,plan_to_watch,
1336,10,completed,
97,0,plan_to_watch,
1150,0,plan_to_watch,
2286,7,completed,
207,0,plan_to_watch,
189,8,completed,
1887,0,plan_to_watch,
1430,0,plan_to_watch,
1437,0,plan_to_watch,
1445,0,watching,
252,0,plan_to_watch,
276,0,plan_to_watch,
273,7,completed,
98,0,plan_to_watch,
1453,0,plan_to_watch,
512,9,completed,
1455,7,completed,
1483,0,watching,
1161,0,plan_to_watch,
235,0,watching,
1972,0,plan_to_watch,
522,7,completed,
222,9,completed,
585,9,completed,
164,9,completed,
19,10,completed,
323,10,completed,
593,10,completed,
1174,7,completed,
457,10,completed,
321,0,plan_to_watch,
597,9,completed,
1210,10,completed,
584,0,plan_to_watch,
272,9,completed,
1300,0,plan_to_watch,
195,10,completed,
443,9,completed,
196,0,plan_to_watch,
107,0,plan_to_watch,
1943,8,completed,
1350,9,completed,
161,0,on_hold,
437,10,completed,
438,10,completed,
5682,0,watching,
329,8,completed,
1119,7,completed,
1846,0,plan_to_watch,
564,9,completed,
208,6,completed,
209,0,plan_to_watch,
165,9,completed,
758,6,completed,
3363,0,plan_to_watch,
45,0,plan_to_watch,
168,0,plan_to_watch,
529,0,plan_to_watch,
114,0,on_hold,
166,0,plan_to_watch,
205,8,completed,
419,0,plan_to_watch,
1098,7,completed,
2476,10,completed,
24,10,completed,
846,10,completed,
4015,0,plan_to_watch,
517,10,completed,
167,0,plan_to_watch,
400,0,plan_to_watch,
199,10,completed,
1033,8,completed,
1080,0,on_hold,
339,8,completed,
2216,10,completed,
4581,10,completed,
5034,8,completed,
6344,9,completed,
100,0,plan_to_watch,
16498,10,completed,
19285,8,completed,
1103,0,plan_to_watch,
2596,9,completed,
30,10,completed,
32,10,completed,
31,7,completed,
7510,0,dropped,
1451,9,completed,
1443,0,plan_to_watch,
1444,0,plan_to_watch,
1345,9,completed,
1285,8,completed,
1286,8,completed,
198,0,watching,
1005,0,plan_to_watch,
565,5,completed,
3086,10,completed,
2418,0,plan_to_watch,
950,6,completed,
1362,10,completed,
876,9,completed,
5369,9,completed,
979,8,completed,
3667,10,completed,
6381,10,completed,
849,8,completed,
2181,0,plan_to_watch,
2154,7,completed,
696,0,plan_to_watch,
539,8,completed,
540,8,completed,
541,8,completed,
2001,8,completed,
182,10,completed,
513,10,completed,
1303,9,completed,
1048,0,plan_to_watch,
916,9,completed,
1152,10,completed,
759,8,completed,
523,9,completed,
415,9,completed,
1002,0,plan_to_watch,
1911,0,plan_to_watch,
949,10,completed,
6,10,completed,
4106,10,completed,
27,8,completed,
732,9,completed,
543,9,completed,
1765,9,completed,
180,0,plan_to_watch,
2746,7,completed,
347,0,plan_to_watch,
7,9,completed,
935,9,completed,
20053,0,plan_to_watch,
202,8,completed,
1023,8,completed,
6918,0,watching,
1290,8,completed,
156,10,completed,
595,9,completed,
155,6,completed,
184,0,on_hold,
