anime_id,score,watching_status,watched_episodes
48,0,plan_to_watch,
6682,0,plan_to_watch,
32601,0,plan_to_watch,
33419,0,plan_to_watch,
36840,0,plan_to_watch,
31646,0,plan_to_watch,
30829,0,plan_to_watch,
36793,0,plan_to_watch,
38101,0,plan_to_watch,
39783,0,plan_to_watch,
32998,0,plan_to_watch,
33964,0,plan_to_watch,
25397,7,completed,
11759,6,on_hold,
13939,0,plan_to_watch,
13859,0,plan_to_watch,
31763,0,plan_to_watch,
12291,9,completed,
16273,0,plan_to_watch,
22419,0,plan_to_watch,
31790,0,on_hold,
32301,0,plan_to_watch,
1292,0,plan_to_watch,
13709,0,plan_to_watch,
27939,0,plan_to_watch,
4970,0,plan_to_watch,
37403,0,dropped,
34881,6,completed,
3791,6,completed,
102,7,completed,
31580,0,dropped,
32015,0,dropped,
33253,0,dropped,
30123,8,completed,
31173,7,completed,
31483,0,plan_to_watch,
22199,9,completed,
26449,5,completed,
25013,8,completed,
34051,0,plan_to_watch,
36864,0,plan_to_watch,
16201,0,plan_to_watch,
19429,6,completed,
24751,6,completed,
22729,9,completed,
29223,6,completed,
27655,8,completed,
33839,0,plan_to_watch,
31588,6,on_hold,
3549,0,plan_to_watch,
32828,0,plan_to_watch,
886,0,plan_to_watch,
8676,0,plan_to_watch,
9117,0,plan_to_watch,
11235,0,plan_to_watch,
15951,0,plan_to_watch,
12669,0,plan_to_watch,
9925,0,plan_to_watch,
22147,7,completed,
30206,0,plan_to_watch,
30056,0,plan_to_watch,
27619,0,plan_to_watch,
30739,0,plan_to_watch,
24531,8,completed,
32171,0,plan_to_watch,
6547,10,completed,
10067,0,plan_to_watch,
9062,0,plan_to_watch,
35834,0,plan_to_watch,
35015,10,completed,
37924,10,watching,
39959,0,plan_to_watch,
31080,0,plan_to_watch,
9989,0,plan_to_watch,
15039,0,plan_to_watch,
11433,0,plan_to_watch,
11111,6,on_hold,
20365,0,plan_to_watch,
11701,0,plan_to_watch,
24833,8,completed,
30654,8,completed,
33513,0,plan_to_watch,
28405,0,plan_to_watch,
19759,6,completed,
21995,9,completed,
24151,0,plan_to_watch,
9919,8,completed,
11737,0,plan_to_watch,
13677,0,plan_to_watch,
11266,0,plan_to_watch,
33506,0,plan_to_watch,
34465,0,plan_to_watch,
10647,0,plan_to_watch,
28391,0,plan_to_watch,
30205,0,plan_to_watch,
15133,0,plan_to_watch,
36882,0,dropped,
38572,0,plan_to_watch,
4999,9,completed,
5342,0,plan_to_watch,
33371,0,plan_to_watch,
33046,0,plan_to_watch,
21185,0,plan_to_watch,
27663,0,plan_to_watch,
36873,0,plan_to_watch,
6347,10,completed,
36250,0,plan_to_watch,
8516,10,completed,
24727,0,plan_to_watch,
7870,0,plan_to_watch,
9471,0,plan_to_watch,
10431,0,plan_to_watch,
7805,0,plan_to_watch,
10834,0,plan_to_watch,
28805,0,plan_to_watch,
5081,0,plan_to_watch,
39555,0,plan_to_watch,
2156,7,completed,
7334,8,completed,
10330,6,completed,
5337,9,completed,
39622,0,plan_to_watch,
7674,0,on_hold,
10030,0,plan_to_watch,
12365,0,plan_to_watch,
15711,0,plan_to_watch,
37584,0,plan_to_watch,
2986,0,on_hold,
28815,0,plan_to_watch,
28813,0,plan_to_watch,
36649,0,plan_to_watch,
33573,0,plan_to_watch,
22789,7,completed,
32947,0,on_hold,
33184,0,plan_to_watch,
9513,9,completed,
10479,0,plan_to_watch,
9120,0,plan_to_watch,
10396,0,on_hold,
31904,0,on_hold,
530,0,plan_to_watch,
14751,0,plan_to_watch,
8756,0,plan_to_watch,
740,0,plan_to_watch,
531,0,plan_to_watch,
532,0,plan_to_watch,
1239,0,plan_to_watch,
996,0,plan_to_watch,
13931,0,plan_to_watch,
20787,7,completed,
68,0,plan_to_watch,
2589,0,plan_to_watch,
34572,0,plan_to_watch,
889,0,plan_to_watch,
8440,0,plan_to_watch,
4901,0,plan_to_watch,
1519,0,plan_to_watch,
12079,0,plan_to_watch,
7059,0,plan_to_watch,
11285,0,plan_to_watch,
269,9,completed,
35118,0,plan_to_watch,
1686,6,completed,
2889,6,completed,
4835,6,completed,
8247,8,completed,
762,6,completed,
41467,0,plan_to_watch,
834,6,completed,
34618,8,on_hold,
11633,8,completed,
18441,8,completed,
33985,0,plan_to_watch,
2142,0,on_hold,
4197,5,on_hold,
49596,0,plan_to_watch,
31043,0,on_hold,
31964,6,completed,
33486,6,watching,
36456,0,plan_to_watch,
38408,0,plan_to_watch,
38699,0,plan_to_watch,
39565,0,plan_to_watch,
33929,0,plan_to_watch,
16405,0,plan_to_watch,
10719,7,completed,
14967,7,completed,
14027,0,plan_to_watch,
10897,8,completed,
38186,0,plan_to_watch,
39819,0,plan_to_watch,
34566,0,plan_to_watch,
28755,6,completed,
32365,6,completed,
11241,7,completed,
31573,9,completed,
32866,0,plan_to_watch,
40850,0,dropped,
33080,0,plan_to_watch,
14345,9,completed,
32023,0,plan_to_watch,
33041,0,plan_to_watch,
31478,0,dropped,
32867,0,dropped,
3389,0,on_hold,
1536,6,on_hold,
33475,6,completed,
35314,0,plan_to_watch,
406,6,on_hold,
2684,0,plan_to_watch,
1689,0,plan_to_watch,
12293,10,completed,
9905,0,plan_to_watch,
18759,0,plan_to_watch,
36934,0,plan_to_watch,
1614,0,plan_to_watch,
10012,0,plan_to_watch,
10578,0,plan_to_watch,
28833,0,plan_to_watch,
30091,7,on_hold,
28999,10,completed,
31553,9,completed,
30485,0,plan_to_watch,
4975,0,plan_to_watch,
33771,4,completed,
32483,0,plan_to_watch,
33798,0,plan_to_watch,
35821,0,plan_to_watch,
59,0,plan_to_watch,
14741,0,plan_to_watch,
15879,0,plan_to_watch,
16934,0,plan_to_watch,
15687,0,plan_to_watch,
18671,0,plan_to_watch,
21797,0,plan_to_watch,
23237,0,plan_to_watch,
27601,0,plan_to_watch,
34382,0,plan_to_watch,
2167,10,completed,
1723,10,completed,
4181,10,completed,
6351,9,completed,
4059,10,completed,
30383,9,completed,
31530,0,plan_to_watch,
32407,0,plan_to_watch,
8888,0,plan_to_watch,
15197,0,plan_to_watch,
23359,0,plan_to_watch,
15199,0,plan_to_watch,
15201,0,plan_to_watch,
30711,0,plan_to_watch,
34437,0,plan_to_watch,
40315,0,plan_to_watch,
1575,10,completed,
8728,0,plan_to_watch,
18881,0,plan_to_watch,
12685,0,plan_to_watch,
34438,0,plan_to_watch,
34439,0,plan_to_watch,
34440,0,plan_to_watch,
1953,0,plan_to_watch,
40334,0,plan_to_watch,
2904,10,completed,
