anime_id,score,watching_status,watched_episodes
7193,0,completed,
109,9,completed,
2205,0,plan_to_watch,
2212,0,plan_to_watch,
5593,0,completed,
6746,9,watching,
6702,10,watching,
384,9,completed,
5680,10,completed,
7791,10,watching,
7017,10,completed,
7054,9,watching,
3616,9,completed,
146,0,completed,
467,0,completed,
1566,0,completed,
1335,0,completed,
2449,0,completed,
2448,0,completed,
6774,0,completed,
21,8,watching,
5341,0,completed,
6007,0,completed,
5530,0,completed,
6203,0,completed,
5279,9,completed,
5507,0,completed,
3667,9,completed,
6381,0,plan_to_watch,
1862,9,plan_to_watch,
4224,0,completed,
6127,10,completed,
4720,0,completed,
6165,0,completed,
6956,0,watching,
1107,0,completed,
