anime_id,score,watching_status,watched_episodes
31580,9,completed,
9919,9,completed,
11266,8,completed,
10647,9,completed,
7193,0,on_hold,
7647,0,plan_to_watch,
1205,0,plan_to_watch,
66,0,plan_to_watch,
22789,0,watching,
269,8,completed,
31043,10,completed,
31478,9,completed,
1689,9,completed,
15037,6,completed,
1,0,plan_to_watch,
1535,10,completed,
16512,0,dropped,
552,0,dropped,
223,9,completed,
813,9,completed,
6746,0,watching,
18507,9,completed,
120,0,plan_to_watch,
5114,0,plan_to_watch,
2890,10,completed,
1829,10,completed,
918,0,plan_to_watch,
20583,10,completed,
28891,10,completed,
270,0,plan_to_watch,
5060,8,completed,
15195,0,watching,
431,10,completed,
249,0,plan_to_watch,
14467,9,completed,
7054,0,plan_to_watch,
7711,10,completed,
16035,8,completed,
1604,0,plan_to_watch,
1691,0,on_hold,
24439,0,plan_to_watch,
31798,7,completed,
8129,0,plan_to_watch,
4898,10,completed,
18153,0,plan_to_watch,
16890,0,plan_to_watch,
32182,9,completed,
164,10,completed,
20,8,completed,
12979,0,dropped,
1735,8,dropped,
1203,7,completed,
10161,10,completed,
21,0,plan_to_watch,
30276,10,completed,
31174,0,watching,
10588,0,dropped,
45,0,plan_to_watch,
32542,10,completed,
199,10,completed,
5355,0,plan_to_watch,
154,10,completed,
16498,9,completed,
18397,7,completed,
19391,0,watching,
9253,10,completed,
11577,10,completed,
513,10,completed,
22319,8,completed,
27899,9,completed,
523,10,completed,
12883,8,completed,
32995,10,watching,
