anime_id,score,watching_status,watched_episodes
6682,4,completed,
9624,7,completed,
7113,5,completed,
9776,7,completed,
10737,7,watching,
50,7,completed,
880,0,plan_to_watch,
2884,10,completed,
306,7,completed,
1292,9,completed,
4970,9,completed,
53,7,completed,
394,7,completed,
6709,7,completed,
6443,6,completed,
101,5,completed,
1734,6,completed,
4744,7,completed,
5112,6,completed,
47,9,completed,
1177,6,completed,
5270,5,completed,
3549,7,completed,
886,7,completed,
1749,7,completed,
8676,7,completed,
3359,7,completed,
1223,8,completed,
2356,8,completed,
6547,7,completed,
9062,0,plan_to_watch,
5251,9,completed,
1797,7,completed,
1798,0,plan_to_watch,
6721,6,completed,
9989,10,completed,
11433,0,watching,
7193,9,completed,
2969,8,completed,
1202,6,completed,
7647,9,completed,
1205,7,completed,
6166,7,completed,
4999,6,completed,
5342,7,completed,
66,9,completed,
659,7,completed,
1593,5,completed,
2251,9,completed,
3901,7,completed,
6347,9,completed,
8516,7,completed,
7870,6,watching,
9471,8,completed,
7805,6,completed,
5081,7,completed,
7674,0,on_hold,
1682,7,completed,
10501,8,completed,
1589,0,plan_to_watch,
5675,8,completed,
4094,8,completed,
579,7,watching,
9120,0,plan_to_watch,
750,8,completed,
1498,7,completed,
68,7,completed,
2589,7,completed,
889,9,completed,
8440,8,completed,
4901,0,plan_to_watch,
1519,9,completed,
7059,7,completed,
6920,0,plan_to_watch,
1055,6,completed,
3430,5,completed,
3429,1,completed,
269,7,on_hold,
405,7,completed,
8939,7,completed,
10897,5,completed,
357,9,completed,
2131,9,completed,
4177,8,completed,
105,7,completed,
1681,0,plan_to_watch,
6772,9,completed,
8514,8,completed,
3389,6,completed,
5356,8,completed,
5116,6,completed,
6479,6,completed,
4535,6,completed,
3456,6,completed,
4981,8,completed,
6280,8,completed,
1828,8,completed,
4419,6,completed,
4418,6,completed,
4383,7,completed,
3087,7,completed,
4975,7,completed,
3841,8,completed,
6024,9,completed,
59,8,completed,
596,7,completed,
60,6,completed,
1818,7,completed,
8888,0,plan_to_watch,
1575,9,completed,
8728,7,completed,
1953,7,completed,
2904,9,completed,
3506,6,completed,
982,7,completed,
983,7,completed,
1,9,completed,
5,9,completed,
1194,8,completed,
1482,9,completed,
933,5,completed,
1841,5,completed,
6747,8,completed,
2025,8,completed,
4182,8,completed,
974,7,completed,
6880,8,completed,
1817,7,completed,
1535,8,completed,
2164,8,completed,
9379,8,completed,
5177,9,completed,
3702,9,completed,
5065,8,completed,
1726,7,completed,
2354,8,completed,
552,0,plan_to_watch,
5593,8,completed,
2166,7,completed,
3230,9,completed,
4726,8,completed,
6746,10,completed,
4789,8,completed,
2924,8,completed,
2953,8,completed,
345,8,completed,
2035,8,completed,
226,7,completed,
376,4,completed,
790,9,completed,
3167,8,completed,
5883,0,plan_to_watch,
15,0,on_hold,
3101,0,plan_to_watch,
6702,8,watching,
356,7,completed,
6922,7,completed,
119,6,completed,
408,6,completed,
6151,8,completed,
1361,7,completed,
1157,0,plan_to_watch,
5178,5,completed,
227,8,completed,
5016,8,completed,
9314,8,completed,
120,8,completed,
121,9,completed,
5114,0,plan_to_watch,
908,0,plan_to_watch,
430,9,completed,
8187,9,completed,
125,4,completed,
126,7,completed,
5670,7,completed,
6959,7,completed,
2890,10,completed,
1858,0,plan_to_watch,
384,8,completed,
395,8,completed,
1829,8,completed,
240,8,completed,
2508,8,completed,
1813,8,completed,
132,7,completed,
1865,6,completed,
1571,7,on_hold,
1140,7,completed,
4872,8,completed,
268,8,completed,
133,6,completed,
881,5,completed,
6069,8,completed,
297,7,completed,
246,6,on_hold,
824,6,completed,
3157,6,completed,
411,7,completed,
5501,6,watching,
267,8,completed,
134,6,completed,
3231,6,on_hold,
3299,7,completed,
16,7,completed,
1142,7,completed,
644,7,completed,
387,8,completed,
7596,6,completed,
6867,9,completed,
2207,5,completed,
413,2,completed,
6574,8,completed,
1031,7,completed,
9289,7,completed,
403,8,completed,
797,8,completed,
649,7,completed,
587,8,completed,
1234,7,completed,
2217,7,completed,
1570,6,completed,
1902,7,completed,
5150,8,completed,
6882,8,completed,
