anime_id,score,watching_status,watched_episodes
34881,7,completed,
101,0,plan_to_watch,
3297,0,plan_to_watch,
66,0,on_hold,
21185,9,completed,
27663,9,completed,
7674,0,plan_to_watch,
67,0,plan_to_watch,
57,0,plan_to_watch,
50248,8,watching,
269,8,on_hold,
1686,7,completed,
2889,8,completed,
31043,10,completed,
21405,9,completed,
24913,9,completed,
38186,8,completed,
53494,8,completed,
1689,0,plan_to_watch,
232,0,plan_to_watch,
1818,0,plan_to_watch,
1575,0,plan_to_watch,
1,9,completed,
31636,0,plan_to_watch,
11843,8,completed,
1535,9,completed,
33988,8,completed,
9379,0,plan_to_watch,
813,7,dropped,
28121,8,completed,
37347,7,completed,
40454,0,plan_to_watch,
6746,0,plan_to_watch,
15,7,completed,
6702,7,on_hold,
71,8,completed,
73,8,completed,
1015,9,completed,
72,9,completed,
121,9,completed,
5114,10,completed,
430,0,plan_to_watch,
41025,0,watching,
24765,0,plan_to_watch,
74,8,completed,
364,0,plan_to_watch,
240,8,completed,
2508,8,completed,
18465,8,completed,
19159,8,completed,
19889,7,completed,
1813,8,completed,
1865,0,plan_to_watch,
268,9,completed,
245,10,completed,
20583,8,completed,
32935,9,completed,
28891,9,completed,
35806,0,plan_to_watch,
9289,0,plan_to_watch,
15809,0,plan_to_watch,
2026,0,plan_to_watch,
5630,0,on_hold,
135,9,completed,
645,8,completed,
37614,8,completed,
39468,9,completed,
40815,9,completed,
42429,0,watching,
431,0,plan_to_watch,
136,8,completed,
11061,10,completed,
138,9,completed,
139,9,completed,
137,8,completed,
12189,0,plan_to_watch,
822,6,completed,
15059,8,completed,
185,7,completed,
18,8,completed,
186,8,completed,
187,8,completed,
21327,8,completed,
52619,7,completed,
5680,8,completed,
9617,9,completed,
7791,8,completed,
9734,8,completed,
6862,8,completed,
8525,9,completed,
10080,9,completed,
10805,0,plan_to_watch,
16706,9,on_hold,
15117,9,completed,
469,0,plan_to_watch,
33,8,completed,
147,0,plan_to_watch,
16732,0,plan_to_watch,
486,0,plan_to_watch,
237,9,completed,
35134,0,plan_to_watch,
28623,0,plan_to_watch,
207,8,completed,
189,0,plan_to_watch,
32182,9,completed,
164,10,completed,
457,9,completed,
21939,9,completed,
24701,10,completed,
24687,8,completed,
28957,9,completed,
21329,9,completed,
20,7,completed,
1735,7,on_hold,
2472,6,completed,
4437,0,plan_to_watch,
4081,8,completed,
32983,9,completed,
34591,0,plan_to_watch,
10379,9,completed,
11665,9,completed,
20651,0,plan_to_watch,
18849,8,completed,
36038,7,completed,
36043,7,completed,
31953,8,completed,
34914,0,plan_to_watch,
10165,0,plan_to_watch,
18897,9,completed,
24227,9,completed,
27787,8,completed,
272,0,plan_to_watch,
17549,8,completed,
23623,0,on_hold,
20507,0,plan_to_watch,
30503,0,plan_to_watch,
30885,0,plan_to_watch,
20767,0,plan_to_watch,
21,10,watching,
25161,8,completed,
4155,9,completed,
12859,9,completed,
459,8,completed,
460,8,completed,
461,8,completed,
462,9,completed,
463,7,completed,
464,8,completed,
1238,6,completed,
1237,7,completed,
5252,9,completed,
1094,7,completed,
30276,9,completed,
34134,0,plan_to_watch,
31772,8,completed,
31704,9,completed,
28297,9,completed,
853,9,completed,
1943,8,completed,
329,9,completed,
527,6,dropped,
31240,8,completed,
1601,8,completed,
45,8,completed,
401,7,completed,
44,8,completed,
32542,0,plan_to_watch,
2605,8,completed,
24,9,completed,
846,9,completed,
4015,0,plan_to_watch,
517,9,completed,
199,10,completed,
339,0,plan_to_watch,
355,8,completed,
52347,7,watching,
23273,10,completed,
16498,8,completed,
25777,0,plan_to_watch,
117,8,completed,
25835,0,plan_to_watch,
28171,9,completed,
32282,0,plan_to_watch,
35788,0,plan_to_watch,
1913,0,plan_to_watch,
33433,0,plan_to_watch,
4722,9,completed,
40586,7,completed,
1965,7,completed,
52991,9,watching,
50265,9,completed,
9253,8,completed,
11577,0,plan_to_watch,
10863,0,plan_to_watch,
876,7,completed,
14289,8,completed,
849,9,completed,
11757,8,completed,
21881,8,completed,
31765,0,plan_to_watch,
20021,7,completed,
10232,0,plan_to_watch,
15731,0,plan_to_watch,
22,0,plan_to_watch,
16870,0,plan_to_watch,
2236,9,completed,
4224,9,completed,
6,8,completed,
177,7,completed,
969,6,on_hold,
34902,0,plan_to_watch,
12431,9,completed,
10162,9,completed,
37521,8,watching,
37393,8,completed,
7,0,plan_to_watch,
24405,7,completed,
40907,8,completed,
44940,0,plan_to_watch,
14813,8,completed,
23847,8,completed,
28,9,completed,
18179,8,completed,
35789,8,completed,
24277,9,completed,
31783,8,completed,
32995,8,completed,
34798,0,on_hold,
38474,0,plan_to_watch,
5300,8,completed,
