anime_id,score,watching_status,watched_episodes
12291,8,completed,
1292,8,completed,
6547,0,plan_to_watch,
9989,0,plan_to_watch,
11111,9,completed,
9919,0,plan_to_watch,
11697,9,completed,
6347,9,completed,
8516,0,on_hold,
269,9,completed,
1222,0,plan_to_watch,
9539,9,watching,
13145,0,plan_to_watch,
15611,0,plan_to_watch,
1535,9,completed,
8086,9,completed,
15,9,watching,
6702,9,on_hold,
121,9,completed,
11617,9,completed,
15451,0,plan_to_watch,
8074,9,completed,
12461,9,completed,
14645,9,on_hold,
12189,0,on_hold,
5231,10,completed,
10507,9,on_hold,
13261,0,plan_to_watch,
5680,9,completed,
7791,9,on_hold,
7054,9,completed,
8525,9,completed,
10080,9,completed,
16706,0,plan_to_watch,
11771,10,completed,
16894,0,plan_to_watch,
10620,9,completed,
20,9,watching,
2993,8,completed,
4214,8,completed,
11757,10,completed,
4654,9,completed,
8937,9,completed,
1195,9,completed,
11319,9,completed,
1840,9,completed,
3712,9,completed,
