anime_id,score,watching_status,watched_episodes
41457,9,completed,
48569,0,plan_to_watch,
22199,9,completed,
4744,8,completed,
25013,8,completed,
6166,7,completed,
4999,7,completed,
6347,9,completed,
8516,8,completed,
10834,6,completed,
2986,5,dropped,
20543,9,completed,
7059,8,completed,
11285,8,completed,
31043,8,completed,
10719,9,completed,
14967,9,completed,
357,3,dropped,
25731,0,plan_to_watch,
31636,0,plan_to_watch,
1535,7,completed,
28223,8,completed,
552,7,completed,
2397,8,completed,
225,6,watching,
813,7,completed,
226,10,completed,
22297,0,plan_to_watch,
28701,0,plan_to_watch,
10087,6,completed,
11741,8,completed,
18001,6,completed,
21373,5,completed,
14131,6,completed,
15811,5,completed,
133,6,dropped,
134,6,completed,
3231,0,plan_to_watch,
11617,9,completed,
24703,6,completed,
15451,8,completed,
8074,9,completed,
20853,0,completed,
15377,7,completed,
7088,9,completed,
9041,7,completed,
18247,8,completed,
20045,7,completed,
5781,8,completed,
12413,8,completed,
13331,7,completed,
5680,2,completed,
7791,3,completed,
7054,8,completed,
18679,7,completed,
147,8,completed,
3318,7,completed,
8841,9,completed,
10790,9,completed,
9014,7,completed,
576,0,plan_to_watch,
35062,0,plan_to_watch,
7590,0,completed,
11761,0,plan_to_watch,
10620,10,completed,
22225,3,completed,
30307,0,plan_to_watch,
9181,6,completed,
457,0,on_hold,
21939,0,dropped,
39535,9,completed,
45576,0,completed,
23755,8,completed,
30347,6,completed,
34577,5,dropped,
31722,0,completed,
12467,7,completed,
19815,9,completed,
33674,0,plan_to_watch,
6324,7,completed,
527,8,completed,
528,9,completed,
1117,8,completed,
1118,8,completed,
1119,7,completed,
1120,6,completed,
2847,7,completed,
4026,8,completed,
7695,6,completed,
6633,6,completed,
30296,0,plan_to_watch,
2993,7,completed,
4214,7,completed,
30727,0,plan_to_watch,
30749,0,watching,
10073,6,completed,
37450,8,completed,
5909,8,completed,
10464,7,completed,
8675,8,completed,
20847,5,completed,
28171,8,completed,
32282,6,completed,
34480,7,completed,
35788,8,completed,
36949,0,plan_to_watch,
1836,7,completed,
3667,8,completed,
6381,8,completed,
9751,7,completed,
23725,0,plan_to_watch,
11757,7,completed,
21881,7,completed,
3455,6,completed,
13663,6,completed,
28979,0,completed,
5667,6,completed,
916,9,completed,
22319,5,completed,
27899,7,completed,
4224,0,plan_to_watch,
14813,7,completed,
497,7,completed,
32615,7,completed,
37055,0,plan_to_watch,
