anime_id,score,watching_status,watched_episodes
873,0,plan_to_watch,
1583,9,completed,
3234,10,completed,
6682,9,plan_to_watch,
31646,0,plan_to_watch,
300,0,plan_to_watch,
38101,0,plan_to_watch,
39783,0,plan_to_watch,
41457,10,completed,
48569,10,completed,
1349,9,completed,
50,7,completed,
880,0,plan_to_watch,
306,0,plan_to_watch,
25397,8,plan_to_watch,
11759,0,plan_to_watch,
13939,0,plan_to_watch,
31763,0,plan_to_watch,
31790,0,plan_to_watch,
32301,0,plan_to_watch,
1346,9,completed,
6443,2,completed,
3791,8,plan_to_watch,
31580,0,plan_to_watch,
30123,10,completed,
31173,10,completed,
31483,10,completed,
309,0,plan_to_watch,
2688,0,plan_to_watch,
22199,10,completed,
281,8,completed,
4744,9,plan_to_watch,
25013,0,watching,
5112,0,plan_to_watch,
47,8,completed,
41433,0,plan_to_watch,
19429,8,completed,
24751,4,completed,
22729,10,completed,
27655,10,completed,
8676,0,plan_to_watch,
22147,0,plan_to_watch,
30206,0,plan_to_watch,
30056,0,plan_to_watch,
3359,0,plan_to_watch,
27619,0,completed,
24531,3,completed,
282,9,plan_to_watch,
11433,0,plan_to_watch,
11111,8,completed,
9919,8,completed,
11737,9,completed,
13677,9,completed,
11266,9,completed,
33506,0,plan_to_watch,
28391,9,plan_to_watch,
30205,0,plan_to_watch,
15133,10,completed,
18893,8,plan_to_watch,
3079,0,watching,
1233,6,completed,
937,9,completed,
54,0,plan_to_watch,
22677,0,plan_to_watch,
2969,0,plan_to_watch,
10447,10,completed,
30382,9,completed,
55,10,completed,
5421,0,completed,
28249,8,plan_to_watch,
6166,10,completed,
4999,8,plan_to_watch,
5342,0,completed,
6676,0,completed,
33371,0,plan_to_watch,
56,9,completed,
2183,0,plan_to_watch,
66,7,completed,
38328,0,plan_to_watch,
32878,0,plan_to_watch,
286,9,completed,
37525,0,plan_to_watch,
2251,0,plan_to_watch,
6347,8,plan_to_watch,
7870,0,plan_to_watch,
9471,8,plan_to_watch,
10834,0,plan_to_watch,
5081,9,plan_to_watch,
2156,9,plan_to_watch,
7334,9,plan_to_watch,
10330,9,plan_to_watch,
5337,9,plan_to_watch,
109,10,completed,
2205,10,completed,
288,10,completed,
1669,10,completed,
1668,10,watching,
1682,8,completed,
2986,8,completed,
33573,0,plan_to_watch,
373,9,plan_to_watch,
67,0,watching,
5675,0,plan_to_watch,
33184,0,plan_to_watch,
20543,9,completed,
37483,0,plan_to_watch,
36516,10,completed,
37277,5,completed,
9513,8,on_hold,
10396,9,completed,
31904,0,plan_to_watch,
13535,9,completed,
1498,9,completed,
20787,9,plan_to_watch,
37498,0,plan_to_watch,
889,10,completed,
8440,8,completed,
4901,10,completed,
1519,10,completed,
1270,10,completed,
6920,10,plan_to_watch,
22547,9,completed,
23781,0,completed,
1055,10,plan_to_watch,
32086,10,plan_to_watch,
3407,9,completed,
18767,8,plan_to_watch,
269,0,plan_to_watch,
11633,10,completed,
18441,0,plan_to_watch,
10490,10,completed,
10681,9,completed,
58,9,completed,
1380,9,completed,
998,9,plan_to_watch,
31043,0,plan_to_watch,
31964,9,completed,
33486,9,completed,
36456,9,completed,
38408,0,completed,
35262,9,completed,
33929,9,completed,
52578,3,completed,
10719,9,plan_to_watch,
1690,0,plan_to_watch,
21405,0,plan_to_watch,
38186,0,watching,
2292,0,plan_to_watch,
4177,8,plan_to_watch,
1811,0,completed,
105,8,plan_to_watch,
1542,9,plan_to_watch,
11241,9,plan_to_watch,
22433,10,plan_to_watch,
6772,10,completed,
8514,10,completed,
9252,10,completed,
9465,10,completed,
9724,10,completed,
10092,10,completed,
8648,9,completed,
14345,10,completed,
1347,0,plan_to_watch,
568,9,plan_to_watch,
32023,0,plan_to_watch,
33041,0,plan_to_watch,
6985,9,completed,
21437,9,plan_to_watch,
24469,0,plan_to_watch,
31478,9,plan_to_watch,
32867,0,plan_to_watch,
38003,0,plan_to_watch,
769,0,plan_to_watch,
1536,9,completed,
14237,9,plan_to_watch,
458,0,plan_to_watch,
5356,8,on_hold,
21677,9,watching,
17269,10,completed,
9539,8,plan_to_watch,
13145,0,plan_to_watch,
21729,0,plan_to_watch,
15611,0,plan_to_watch,
4981,9,on_hold,
1598,0,plan_to_watch,
10578,0,plan_to_watch,
34525,0,plan_to_watch,
28833,0,plan_to_watch,
44511,10,completed,
30091,0,plan_to_watch,
30485,9,completed,
35315,0,plan_to_watch,
4975,8,completed,
10800,0,plan_to_watch,
49613,10,completed,
1675,10,plan_to_watch,
16157,9,plan_to_watch,
4503,10,completed,
833,0,plan_to_watch,
1149,0,plan_to_watch,
60,9,plan_to_watch,
29876,0,plan_to_watch,
14741,0,plan_to_watch,
38157,9,watching,
1818,9,completed,
32407,0,plan_to_watch,
32152,0,plan_to_watch,
8888,9,completed,
15197,9,completed,
15199,9,completed,
15201,9,completed,
30711,9,completed,
34437,9,completed,
1575,8,completed,
34438,9,completed,
34439,9,completed,
34440,9,completed,
1953,0,plan_to_watch,
2904,8,completed,
6768,0,plan_to_watch,
4596,0,plan_to_watch,
11703,10,completed,
15633,0,plan_to_watch,
31318,0,plan_to_watch,
37823,0,plan_to_watch,
9479,10,completed,
1,10,completed,
5,10,completed,
1194,0,plan_to_watch,
25731,10,completed,
11177,0,plan_to_watch,
1661,0,plan_to_watch,
1853,0,plan_to_watch,
6496,10,plan_to_watch,
4690,10,plan_to_watch,
8394,10,plan_to_watch,
1678,0,plan_to_watch,
17397,4,completed,
20031,4,completed,
1482,9,plan_to_watch,
32370,0,plan_to_watch,
31636,0,plan_to_watch,
36049,0,plan_to_watch,
2312,10,completed,
16592,8,plan_to_watch,
16355,8,plan_to_watch,
2025,8,completed,
7338,8,completed,
6573,8,completed,
35849,10,completed,
38656,0,completed,
15583,7,completed,
19163,7,completed,
22961,7,completed,
36633,6,completed,
41461,6,completed,
24655,7,completed,
52196,7,completed,
17641,7,completed,
6880,8,watching,
34497,9,completed,
1535,6,plan_to_watch,
28223,9,plan_to_watch,
1221,10,plan_to_watch,
33988,0,plan_to_watch,
29589,0,plan_to_watch,
8086,9,plan_to_watch,
1726,10,completed,
16512,0,plan_to_watch,
2252,0,plan_to_watch,
1629,0,plan_to_watch,
552,10,plan_to_watch,
1313,10,plan_to_watch,
2962,9,completed,
2398,9,completed,
2961,9,completed,
25687,10,plan_to_watch,
32108,10,plan_to_watch,
32551,10,plan_to_watch,
34299,10,plan_to_watch,
34962,10,plan_to_watch,
36466,10,plan_to_watch,
2397,9,completed,
38088,0,plan_to_watch,
1132,9,plan_to_watch,
859,9,plan_to_watch,
2606,10,plan_to_watch,
874,9,plan_to_watch,
3032,10,plan_to_watch,
3033,9,completed,
10444,10,plan_to_watch,
11385,10,plan_to_watch,
31163,9,completed,
1802,0,plan_to_watch,
12347,0,plan_to_watch,
294,9,completed,
295,9,completed,
31710,0,plan_to_watch,
563,9,plan_to_watch,
1187,0,plan_to_watch,
10155,0,completed,
5593,9,plan_to_watch,
46604,9,completed,
37982,9,watching,
1151,0,plan_to_watch,
38668,0,plan_to_watch,
37520,0,plan_to_watch,
53421,7,completed,
3312,0,plan_to_watch,
38691,0,plan_to_watch,
223,9,plan_to_watch,
225,9,plan_to_watch,
502,9,completed,
891,9,completed,
892,9,completed,
893,9,completed,
30694,10,plan_to_watch,
813,9,completed,
894,8,completed,
895,7,completed,
896,8,completed,
897,8,completed,
898,9,completed,
899,7,completed,
900,8,completed,
901,9,completed,
902,8,completed,
903,8,completed,
904,8,completed,
905,8,completed,
906,9,completed,
986,8,completed,
985,10,completed,
12231,10,plan_to_watch,
296,9,watching,
2795,9,completed,
5072,7,completed,
23333,0,plan_to_watch,
4003,0,plan_to_watch,
31339,0,plan_to_watch,
3230,0,plan_to_watch,
39026,9,plan_to_watch,
28121,10,completed,
32887,10,completed,
37347,0,plan_to_watch,
37348,0,plan_to_watch,
32801,9,completed,
6746,8,on_hold,
27833,9,plan_to_watch,
23199,0,plan_to_watch,
48470,9,completed,
236,0,plan_to_watch,
1704,0,plan_to_watch,
38544,8,watching,
503,0,plan_to_watch,
2030,8,on_hold,
226,10,completed,
376,10,completed,
32613,0,plan_to_watch,
32608,9,plan_to_watch,
38671,9,completed,
40956,9,completed,
1250,10,completed,
790,8,plan_to_watch,
393,10,completed,
21167,0,plan_to_watch,
28221,0,plan_to_watch,
37346,0,plan_to_watch,
12471,0,plan_to_watch,
2759,8,completed,
3784,8,plan_to_watch,
3785,8,plan_to_watch,
377,0,plan_to_watch,
6702,10,watching,
22043,10,plan_to_watch,
12049,10,completed,
30778,0,plan_to_watch,
9982,0,plan_to_watch,
35972,0,plan_to_watch,
33047,0,plan_to_watch,
37651,0,plan_to_watch,
356,9,plan_to_watch,
10087,10,completed,
11741,10,completed,
227,8,completed,
35842,0,plan_to_watch,
33010,0,plan_to_watch,
31376,0,plan_to_watch,
34427,0,plan_to_watch,
37600,0,plan_to_watch,
18001,10,completed,
21373,10,completed,
120,8,completed,
38680,0,plan_to_watch,
71,10,completed,
31931,0,completed,
73,10,completed,
6291,0,plan_to_watch,
72,10,completed,
121,0,plan_to_watch,
5114,10,plan_to_watch,
6421,0,plan_to_watch,
9135,0,plan_to_watch,
41025,9,completed,
123,0,plan_to_watch,
33743,0,plan_to_watch,
21821,0,plan_to_watch,
4725,0,plan_to_watch,
271,8,completed,
1845,0,plan_to_watch,
36317,0,plan_to_watch,
1281,0,plan_to_watch,
37657,0,plan_to_watch,
30544,9,completed,
31737,0,completed,
383,9,plan_to_watch,
2060,0,plan_to_watch,
2061,0,plan_to_watch,
2062,0,plan_to_watch,
2064,0,plan_to_watch,
2065,0,plan_to_watch,
384,9,completed,
395,9,completed,
23311,0,plan_to_watch,
782,0,plan_to_watch,
18229,0,plan_to_watch,
127,0,plan_to_watch,
128,0,plan_to_watch,
28907,0,plan_to_watch,
2484,0,plan_to_watch,
3151,8,completed,
1626,9,completed,
2775,0,plan_to_watch,
240,0,plan_to_watch,
1865,7,on_hold,
3579,10,plan_to_watch,
1571,9,completed,
3327,9,plan_to_watch,
40074,0,watching,
54968,0,completed,
820,0,plan_to_watch,
15863,10,completed,
33025,10,completed,
33024,10,completed,
2473,0,plan_to_watch,
2474,0,plan_to_watch,
1491,10,plan_to_watch,
1301,10,completed,
3602,10,completed,
1490,0,plan_to_watch,
1140,10,completed,
1868,10,plan_to_watch,
37998,9,watching,
39463,6,completed,
37349,10,completed,
47160,10,completed,
39576,10,completed,
27631,9,completed,
10470,9,completed,
