anime_id,score,watching_status,watched_episodes
6682,0,watching,
31646,0,watching,
35180,0,watching,
38101,0,plan_to_watch,
9776,0,watching,
25397,10,completed,
34881,0,watching,
32323,10,completed,
36848,0,watching,
4744,0,watching,
34051,0,watching,
32828,0,watching,
886,0,watching,
22147,0,watching,
31771,0,watching,
6547,0,watching,
9989,0,watching,
6166,0,watching,
9736,0,watching,
4999,0,watching,
6347,10,completed,
8516,10,completed,
9471,10,completed,
5081,10,completed,
495,0,watching,
20787,10,completed,
34618,10,completed,
31964,10,completed,
33486,10,completed,
36456,10,watching,
10719,0,completed,
14967,10,completed,
14027,0,completed,
357,10,completed,
2131,10,completed,
32866,0,watching,
33475,0,watching,
1689,0,watching,
12293,0,watching,
10012,0,watching,
10578,0,watching,
34525,0,watching,
28999,10,completed,
14741,10,completed,
34257,0,watching,
2167,10,completed,
4181,0,watching,
32407,0,watching,
37823,0,plan_to_watch,
20031,0,watching,
62,0,watching,
17827,0,watching,
15583,10,completed,
19163,10,completed,
22961,10,completed,
36633,0,plan_to_watch,
24655,10,completed,
17641,10,completed,
34497,0,watching,
33988,0,watching,
24031,0,watching,
9379,0,watching,
10155,0,watching,
332,0,watching,
1337,0,dropped,
28121,10,completed,
226,10,completed,
376,10,completed,
32613,0,watching,
32901,10,completed,
28221,9,completed,
14829,0,watching,
32979,0,watching,
8536,0,watching,
18001,0,watching,
33731,10,completed,
24765,0,watching,
30544,10,completed,
31737,10,completed,
34280,0,watching,
17651,0,watching,
34213,0,watching,
32607,0,watching,
14811,0,watching,
21273,0,watching,
21431,0,watching,
17895,0,watching,
8425,10,completed,
17729,0,watching,
29095,0,watching,
824,0,watching,
3157,0,watching,
3299,0,watching,
13161,0,watching,
11785,10,completed,
26023,10,completed,
15699,10,completed,
18713,10,completed,
21855,0,watching,
1570,0,watching,
15809,0,watching,
2026,10,completed,
14653,9,completed,
16982,0,watching,
9958,9,completed,
4192,10,completed,
23269,0,completed,
8101,9,completed,
10187,9,completed,
15225,9,completed,
1852,0,watching,
11617,10,completed,
24703,10,completed,
32215,10,completed,
15451,10,completed,
12729,10,completed,
8074,0,watching,
934,10,watching,
22835,0,watching,
28825,10,completed,
30991,10,completed,
35376,10,completed,
34834,0,watching,
33948,0,watching,
20853,0,watching,
10079,0,watching,
31338,9,completed,
31499,0,watching,
37446,0,watching,
7088,0,watching,
248,0,watching,
35413,0,watching,
25159,0,watching,
940,0,watching,
9041,10,completed,
18247,10,completed,
21653,10,completed,
10794,10,completed,
37210,10,completed,
5781,0,watching,
35203,0,watching,
25429,0,watching,
10357,0,watching,
28387,0,watching,
24873,0,watching,
3701,10,completed,
8525,10,completed,
10080,10,completed,
9675,0,watching,
16706,10,completed,
16009,0,watching,
10568,0,watching,
19685,9,completed,
35860,0,watching,
32686,0,watching,
3464,9,completed,
18679,0,watching,
3229,0,watching,
32281,10,completed,
16732,0,completed,
486,0,watching,
33206,10,completed,
35145,0,watching,
28851,10,completed,
3085,9,completed,
12175,0,watching,
15609,10,completed,
30831,10,completed,
32937,10,completed,
8841,10,completed,
10790,10,completed,
15437,10,completed,
15379,0,watching,
32214,0,watching,
6774,0,watching,
18153,0,watching,
13655,0,watching,
189,0,watching,
16353,0,watching,
15051,10,completed,
275,0,watching,
31233,0,watching,
193,0,watching,
3654,0,watching,
17247,0,watching,
24455,9,completed,
27857,9,completed,
34599,10,completed,
18115,0,watching,
276,0,watching,
157,0,watching,
4188,0,watching,
33003,0,watching,
76,0,watching,
9756,0,watching,
331,0,watching,
10213,0,watching,
21863,0,watching,
33487,10,completed,
10397,7,completed,
7590,10,completed,
11761,0,watching,
26085,0,watching,
2963,0,watching,
7627,10,completed,
9510,10,completed,
8424,10,completed,
2367,0,watching,
15315,9,completed,
16444,9,completed,
17074,10,completed,
30307,9,completed,
32698,10,watching,
9181,10,completed,
1722,0,watching,
16067,0,watching,
16910,10,completed,
17855,10,completed,
23755,10,completed,
30347,10,completed,
34577,0,watching,
31722,10,completed,
6030,0,watching,
9934,0,watching,
601,0,watching,
15689,10,completed,
31404,0,watching,
31953,10,completed,
10165,0,on_hold,
229,0,watching,
18897,10,completed,
24227,9,completed,
27787,10,completed,
32553,9,completed,
11597,10,completed,
19815,10,completed,
6023,0,watching,
17549,0,watching,
20507,0,watching,
6512,0,watching,
34148,0,watching,
6324,10,completed,
32606,0,watching,
14199,0,watching,
2966,0,watching,
31621,0,watching,
25099,0,watching,
8769,10,completed,
10020,10,completed,
13659,9,completed,
18857,9,completed,
14749,0,watching,
19221,0,watching,
24705,0,watching,
9922,0,watching,
1060,0,watching,
32013,0,watching,
19369,0,watching,
29803,0,watching,
26243,0,watching,
8795,9,completed,
11179,0,watching,
27775,0,watching,
10711,0,watching,
10611,8,completed,
10933,0,completed,
23309,0,watching,
30296,10,completed,
7882,0,watching,
210,0,watching,
31240,0,watching,
11491,0,watching,
32262,0,watching,
31716,0,watching,
197,0,watching,
32951,10,completed,
22865,0,watching,
2993,0,watching,
35905,0,watching,
573,0,watching,
23277,0,watching,
30727,0,watching,
29317,0,watching,
30749,10,completed,
17777,0,watching,
20047,0,watching,
13759,0,watching,
2476,0,watching,
24,0,watching,
167,0,watching,
22663,9,completed,
22877,10,completed,
25285,10,completed,
5909,0,watching,
8675,0,watching,
5279,10,completed,
9355,10,completed,
2104,0,watching,
29786,0,watching,
23233,10,completed,
30363,10,completed,
30464,0,plan_to_watch,
29027,10,completed,
8557,0,watching,
36397,0,watching,
28171,0,watching,
35788,0,watching,
27441,0,watching,
836,0,watching,
23209,7,completed,
3588,0,watching,
32105,0,watching,
18277,0,watching,
3667,0,watching,
1568,10,completed,
849,0,watching,
11757,10,completed,
20021,0,completed,
24133,0,watching,
7768,0,watching,
5734,0,watching,
33811,0,watching,
2001,0,watching,
37430,0,watching,
34177,0,watching,
10278,0,watching,
3455,10,completed,
13663,10,completed,
28979,0,completed,
31380,10,completed,
31711,10,completed,
5667,10,completed,
4654,0,watching,
16011,0,watching,
4224,0,watching,
25157,10,completed,
34019,0,watching,
28025,0,watching,
343,0,watching,
34902,0,watching,
32681,0,watching,
32673,0,watching,
37920,0,watching,
32924,0,watching,
33589,0,watching,
19151,0,watching,
16742,10,completed,
6425,0,watching,
6956,0,watching,
14813,0,watching,
28677,0,watching,
35507,0,watching,
36726,0,plan_to_watch,
10495,0,watching,
1195,10,completed,
11319,10,completed,
1840,10,completed,
3712,10,completed,
