anime_id,score,watching_status,watched_episodes
48,7,completed,
298,6,completed,
49,7,completed,
1533,5,completed,
53,0,plan_to_watch,
101,0,plan_to_watch,
230,0,plan_to_watch,
713,8,completed,
102,8,completed,
4744,0,plan_to_watch,
103,7,completed,
2288,6,completed,
2333,5,completed,
55,0,plan_to_watch,
477,0,plan_to_watch,
971,5,completed,
104,8,completed,
66,0,plan_to_watch,
2732,7,completed,
5081,0,watching,
495,6,completed,
288,6,completed,
2986,0,plan_to_watch,
67,8,completed,
530,7,completed,
740,8,completed,
532,8,completed,
1239,7,completed,
68,0,plan_to_watch,
269,0,watching,
150,0,plan_to_watch,
2142,0,plan_to_watch,
998,0,plan_to_watch,
526,5,completed,
159,0,plan_to_watch,
105,7,completed,
568,6,completed,
2116,5,completed,
232,8,completed,
371,8,completed,
372,8,completed,
2043,7,completed,
831,0,plan_to_watch,
59,7,completed,
1069,7,completed,
60,0,plan_to_watch,
110,8,completed,
2817,6,completed,
1844,6,completed,
2167,8,completed,
1575,9,completed,
2904,9,completed,
2564,0,plan_to_watch,
2036,7,completed,
1,7,completed,
5941,0,watching,
1678,6,completed,
2907,7,completed,
61,0,plan_to_watch,
233,8,completed,
3202,6,completed,
2025,9,completed,
4182,0,plan_to_watch,
1535,0,plan_to_watch,
2164,0,plan_to_watch,
293,0,plan_to_watch,
552,6,completed,
563,7,completed,
501,8,completed,
2471,7,completed,
2259,0,plan_to_watch,
223,6,completed,
813,7,completed,
1314,5,completed,
992,7,completed,
236,0,plan_to_watch,
1189,5,completed,
4789,8,completed,
2924,9,completed,
503,0,on_hold,
226,0,plan_to_watch,
356,0,plan_to_watch,
120,8,completed,
71,9,completed,
73,0,plan_to_watch,
1015,0,plan_to_watch,
72,8,completed,
122,0,plan_to_watch,
121,8,completed,
5114,0,watching,
123,9,completed,
380,8,completed,
381,8,completed,
124,8,completed,
344,5,completed,
4189,0,plan_to_watch,
383,6,completed,
127,8,completed,
909,5,completed,
240,8,completed,
2508,0,plan_to_watch,
1813,8,completed,
129,7,completed,
132,8,completed,
1581,0,plan_to_watch,
385,0,plan_to_watch,
918,0,plan_to_watch,
336,0,plan_to_watch,
2416,5,completed,
245,8,completed,
246,7,completed,
134,0,plan_to_watch,
16,8,completed,
387,7,completed,
263,8,completed,
4551,0,plan_to_watch,
106,0,plan_to_watch,
247,7,completed,
1906,8,completed,
3298,0,plan_to_watch,
2026,0,plan_to_watch,
1852,0,plan_to_watch,
934,0,plan_to_watch,
135,7,completed,
360,0,plan_to_watch,
431,8,completed,
2545,5,completed,
17,8,completed,
136,8,completed,
138,0,plan_to_watch,
139,0,plan_to_watch,
137,0,plan_to_watch,
115,6,completed,
160,7,completed,
249,6,completed,
3731,8,completed,
