anime_id,score,watching_status,watched_episodes
23579,8,watching,
17082,10,completed,
47,7,completed,
16201,8,completed,
19429,7,dropped,
22147,10,completed,
6547,10,completed,
9989,10,completed,
11111,8,completed,
11701,8,completed,
9919,8,completed,
18893,7,completed,
7647,8,completed,
477,0,watching,
17395,6,completed,
2251,0,plan_to_watch,
6347,8,completed,
5081,8,completed,
23037,5,dropped,
889,8,completed,
1519,9,completed,
22547,9,completed,
269,0,plan_to_watch,
11633,6,completed,
18441,5,completed,
150,6,on_hold,
10719,8,completed,
14967,0,plan_to_watch,
369,3,dropped,
17677,7,completed,
1689,0,plan_to_watch,
5356,9,completed,
10578,8,completed,
4975,9,completed,
59,7,completed,
14741,5,dropped,
2167,0,watching,
1575,1,dropped,
8142,8,completed,
1194,5,dropped,
62,6,on_hold,
6747,7,completed,
16592,8,completed,
974,9,completed,
6880,8,completed,
1817,6,completed,
9379,8,completed,
3702,10,completed,
5065,10,completed,
6746,0,dropped,
4789,0,on_hold,
2924,10,completed,
226,10,completed,
2759,8,completed,
3784,8,completed,
3167,0,plan_to_watch,
6702,8,on_hold,
356,2,dropped,
10087,10,completed,
11741,10,completed,
13335,8,completed,
4725,9,completed,
17679,9,completed,
18229,0,plan_to_watch,
23289,9,completed,
3508,8,completed,
6795,8,completed,
1140,7,completed,
918,0,watching,
23079,0,on_hold,
17729,7,completed,
29095,0,plan_to_watch,
10793,10,completed,
13411,5,completed,
15809,6,completed,
6882,10,completed,
13639,6,completed,
5630,9,completed,
11617,10,completed,
13357,5,dropped,
8074,7,completed,
10408,0,plan_to_watch,
5998,6,completed,
468,10,completed,
940,0,on_hold,
570,10,completed,
14467,8,completed,
5680,8,completed,
6862,8,completed,
8525,0,plan_to_watch,
2593,9,completed,
3782,10,completed,
3783,10,completed,
4280,10,completed,
4282,8,completed,
16035,0,plan_to_watch,
6594,0,on_hold,
10191,8,completed,
1691,1,completed,
24439,9,completed,
22535,0,on_hold,
8841,0,plan_to_watch,
43,9,completed,
4672,7,completed,
17187,8,completed,
467,9,watching,
4898,9,completed,
6707,8,completed,
9136,7,completed,
279,1,dropped,
10893,6,completed,
15051,0,on_hold,
1887,0,dropped,
14513,10,completed,
9756,7,completed,
14563,6,completed,
16890,0,plan_to_watch,
8100,9,completed,
10624,9,completed,
10397,0,plan_to_watch,
21603,9,completed,
1462,7,completed,
4087,0,plan_to_watch,
10620,9,completed,
10389,6,completed,
15315,0,on_hold,
164,9,completed,
323,4,dropped,
2926,6,on_hold,
20,8,on_hold,
6030,6,completed,
1210,9,completed,
18897,0,on_hold,
19815,9,completed,
28297,0,watching,
8769,8,completed,
10020,7,completed,
10711,10,completed,
19315,0,plan_to_watch,
14921,0,on_hold,
13599,0,watching,
28497,6,completed,
13429,8,completed,
166,7,completed,
205,10,completed,
14515,0,dropped,
2605,9,completed,
9355,7,completed,
1515,6,completed,
2104,0,plan_to_watch,
355,10,completed,
2787,0,on_hold,
7724,0,plan_to_watch,
19573,6,completed,
20057,8,completed,
23327,9,completed,
9253,0,plan_to_watch,
3667,0,dropped,
5681,10,completed,
849,0,plan_to_watch,
11757,10,completed,
12445,0,plan_to_watch,
5734,8,on_hold,
22687,7,completed,
523,7,completed,
14853,9,completed,
23283,10,completed,
