anime_id,score,watching_status,watched_episodes
1583,8,dropped,
1576,7,dropped,
269,9,dropped,
2142,9,dropped,
1536,9,completed,
1818,10,dropped,
1575,9,completed,
1,8,completed,
1482,9,dropped,
1535,10,dropped,
1826,7,dropped,
1726,8,dropped,
859,8,dropped,
1747,9,dropped,
71,7,completed,
121,7,completed,
820,9,watching,
2026,9,dropped,
1991,7,dropped,
1530,6,dropped,
1604,7,on_hold,
89,8,dropped,
2215,7,dropped,
2157,7,dropped,
1088,9,dropped,
738,7,dropped,
20,9,completed,
2144,7,completed,
21,10,dropped,
1538,8,dropped,
1693,7,dropped,
168,7,completed,
205,8,completed,
1559,9,on_hold,
30,7,completed,
2161,8,dropped,
1602,7,dropped,
1568,8,dropped,
1731,8,dropped,
2001,10,completed,
22,9,dropped,
1860,8,dropped,
1607,7,dropped,
1543,3,dropped,
392,8,completed,
1692,8,dropped,
