anime_id,score,watching_status,watched_episodes
25397,7,completed,
34051,5,dropped,
22147,8,completed,
24833,8,completed,
30654,9,completed,
9919,0,completed,
28391,6,completed,
28805,8,completed,
31964,8,completed,
33486,8,completed,
36456,0,plan_to_watch,
21405,7,completed,
33475,7,completed,
35849,0,watching,
28223,0,on_hold,
32901,4,dropped,
30544,6,completed,
31737,5,completed,
28907,1,dropped,
17895,8,completed,
17729,7,completed,
29093,8,completed,
29095,8,completed,
10793,7,completed,
11617,5,completed,
24703,6,completed,
15451,6,completed,
28825,6,completed,
31338,4,dropped,
35413,7,completed,
25159,7,completed,
9041,6,completed,
18247,6,completed,
35203,2,completed,
32686,3,dropped,
18679,8,completed,
32281,9,completed,
28851,8,completed,
30831,8,completed,
32949,7,completed,
13655,0,plan_to_watch,
24455,0,plan_to_watch,
33487,8,completed,
10620,0,plan_to_watch,
30307,6,completed,
31404,7,completed,
31414,7,completed,
27787,8,completed,
19815,8,completed,
30276,7,completed,
25099,7,completed,
8769,7,completed,
14749,7,completed,
32013,6,completed,
27775,7,completed,
30296,7,completed,
32951,5,dropped,
23277,8,completed,
30727,0,completed,
30749,7,completed,
13759,8,completed,
22877,7,completed,
23273,8,completed,
29786,7,completed,
23233,6,completed,
30363,6,completed,
30,0,watching,
28171,8,completed,
32282,0,on_hold,
31914,6,completed,
16524,0,watching,
11757,5,completed,
21881,6,completed,
24133,7,completed,
21647,8,completed,
2001,9,completed,
2236,8,completed,
22319,0,plan_to_watch,
14227,7,completed,
4224,9,completed,
34822,8,completed,
33478,7,completed,
28677,7,completed,
