anime_id,score,watching_status,watched_episodes
52034,7,completed,
41380,0,plan_to_watch,
38101,0,plan_to_watch,
25397,0,plan_to_watch,
1292,0,plan_to_watch,
37403,0,plan_to_watch,
34881,9,completed,
22199,8,completed,
52193,0,plan_to_watch,
34051,7,completed,
41433,9,completed,
19429,0,plan_to_watch,
49979,0,plan_to_watch,
31588,0,plan_to_watch,
49938,0,plan_to_watch,
15085,0,plan_to_watch,
6547,9,completed,
50055,7,completed,
24833,8,completed,
49052,0,plan_to_watch,
9919,8,completed,
33506,7,completed,
36882,6,completed,
50205,0,plan_to_watch,
6166,0,plan_to_watch,
38572,0,plan_to_watch,
38328,0,plan_to_watch,
32827,8,completed,
37994,5,completed,
5081,0,plan_to_watch,
33573,0,plan_to_watch,
39195,8,completed,
31049,6,completed,
50248,0,plan_to_watch,
34572,9,completed,
48585,8,completed,
269,8,completed,
60048,9,completed,
1686,8,completed,
2889,7,completed,
4835,8,completed,
8247,8,completed,
41467,10,completed,
53998,9,completed,
56784,0,watching,
11633,10,completed,
18441,9,completed,
47917,0,plan_to_watch,
31043,8,completed,
31964,9,completed,
33486,9,completed,
36456,7,completed,
38408,8,completed,
41587,8,completed,
49918,8,completed,
36896,8,completed,
38699,5,completed,
39565,8,completed,
44200,6,completed,
42603,6,completed,
10719,0,plan_to_watch,
22433,0,plan_to_watch,
48776,0,plan_to_watch,
31478,7,completed,
2147,0,plan_to_watch,
44511,8,completed,
57555,0,plan_to_watch,
28999,9,completed,
31553,7,completed,
2981,0,plan_to_watch,
49613,0,plan_to_watch,
14741,0,plan_to_watch,
38409,0,plan_to_watch,
1818,0,plan_to_watch,
13807,3,completed,
31050,8,completed,
33685,6,completed,
33686,6,completed,
33687,8,completed,
39681,0,plan_to_watch,
44406,0,plan_to_watch,
57334,0,watching,
35849,0,plan_to_watch,
38656,0,plan_to_watch,
15583,0,plan_to_watch,
53613,0,plan_to_watch,
1535,7,completed,
28223,0,plan_to_watch,
43814,0,plan_to_watch,
35120,9,completed,
18689,0,plan_to_watch,
16385,0,plan_to_watch,
46604,0,plan_to_watch,
38668,5,completed,
37520,0,plan_to_watch,
38691,0,plan_to_watch,
14837,7,completed,
25389,7,completed,
39026,0,on_hold,
28121,8,completed,
6746,0,plan_to_watch,
38671,9,completed,
40956,9,completed,
51818,0,plan_to_watch,
59229,0,plan_to_watch,
51417,0,plan_to_watch,
38853,0,plan_to_watch,
48997,0,plan_to_watch,
22297,0,plan_to_watch,
18507,7,completed,
41120,0,plan_to_watch,
33203,0,plan_to_watch,
33743,0,plan_to_watch,
48760,0,plan_to_watch,
25183,0,plan_to_watch,
28907,0,plan_to_watch,
40074,0,plan_to_watch,
33783,7,completed,
36816,5,completed,
37897,4,completed,
43692,7,completed,
37105,0,plan_to_watch,
17729,0,plan_to_watch,
29093,0,plan_to_watch,
29095,0,plan_to_watch,
13161,0,plan_to_watch,
31859,8,completed,
32561,7,completed,
20583,8,completed,
32935,9,completed,
28891,9,completed,
11785,0,plan_to_watch,
35237,5,completed,
413,0,plan_to_watch,
41911,0,plan_to_watch,
37517,0,plan_to_watch,
15809,0,plan_to_watch,
57892,0,plan_to_watch,
42625,0,plan_to_watch,
35286,0,plan_to_watch,
38628,0,plan_to_watch,
49154,0,plan_to_watch,
11617,7,completed,
15451,7,completed,
8074,8,completed,
41006,0,plan_to_watch,
36296,0,plan_to_watch,
37007,8,completed,
37972,0,plan_to_watch,
35557,8,completed,
431,9,completed,
31338,0,plan_to_watch,
11061,0,on_hold,
40803,0,plan_to_watch,
55016,8,completed,
33899,0,plan_to_watch,
40842,0,plan_to_watch,
42361,0,plan_to_watch,
37438,4,dropped,
25159,7,completed,
34542,0,plan_to_watch,
52830,0,plan_to_watch,
41623,0,plan_to_watch,
49220,0,plan_to_watch,
51219,0,plan_to_watch,
39988,0,plan_to_watch,
34012,0,plan_to_watch,
55848,0,plan_to_watch,
54449,0,plan_to_watch,
38790,8,completed,
41514,0,plan_to_watch,
36906,0,plan_to_watch,
46569,0,plan_to_watch,
52969,0,plan_to_watch,
14719,7,completed,
12413,0,plan_to_watch,
40748,9,completed,
48561,9,completed,
51009,9,completed,
27991,0,plan_to_watch,
48316,0,plan_to_watch,
37999,0,plan_to_watch,
40750,7,completed,
54199,0,plan_to_watch,
52588,0,plan_to_watch,
34933,6,completed,
40221,8,completed,
